source,target,value
"inj_trans_other","Burns with <20% total burned surface area",3.883
"inj_animal_venom","Burns with <20% total burned surface area",.1415981
"inj_mech_suffocate","Burns with <20% total burned surface area",.014982
"inj_animal_nonven","Burns with <20% total burned surface area",.0762247
"inj_foreign_aspiration","Burns with <20% total burned surface area",.042594
"inj_trans_road_2wheel","Burns with <20% total burned surface area",2.34787
"inj_trans_road_pedal","Burns with <20% total burned surface area",.3304969
"inj_mech_other","Burns with <20% total burned surface area",1.955477
"inj_suicide","Burns with <20% total burned surface area",.2424803
"inj_poisoning","Burns with <20% total burned surface area",.7844124
"inj_trans_road_4wheel","Burns with <20% total burned surface area",2.497584
"inj_fires","Burns with <20% total burned surface area",36.98645
"inj_drowning","Burns with <20% total burned surface area",.1505146
"inj_falls","Burns with <20% total burned surface area",2.576952
"inj_trans_road_other","Burns with <20% total burned surface area",.0453426
"inj_mech_gun","Burns with <20% total burned surface area",.3400907
"inj_foreign_eye","Burns with <20% total burned surface area",.020732
"inj_othunintent","Burns with <20% total burned surface area",12.73959
"inj_falls","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands",.2360928
"inj_homicide_other","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands",.0842938
"inj_mech_gun","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands",.0134916
"inj_mech_other","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands",.2272731
"inj_homicide_knife","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands",.0044845
"inj_foreign_aspiration","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands",.0192676
"inj_trans_road_pedest","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands",.70541
"inj_othunintent","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands",.5242604
"inj_trans_other","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands",.0205999
"inj_fires","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands",11.87678
"inj_drowning","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands",.0257811
"inj_foreign_other","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands",.0066387
"inj_trans_road_pedal","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands",.3943591
"inj_foreign_eye","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands",.0026408
"inj_poisoning","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands",.0274518
"inj_homicide_gun","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands",.0008672
"inj_trans_road_other","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands",.0174977
"inj_suicide","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands",.1069209
"inj_animal_nonven","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands",.0205679
"inj_trans_road_4wheel","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands",.0761168
"inj_animal_venom","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands",.0554819
"inj_trans_road_2wheel","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands",.2227452
